Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
980543641	Kullungen barnehage	9
991599339	Polarflokken barnehage	13
874062642	Kavringen barnehage	8.9
975290514	Knøttelia barnehage	8.9
975315444	Lenangen barnehage	3.6
975313751	Lyngsdalen Oppvekstsenter Avdeling Barnehage	3
975315436	Andslimoen barnehage	16.7
988487465	Bjørkeng Oppvekstsenter Avd Barnehage	13
975318176	Heggelia/noraførr barnehage	19.1
975324281	Karlstad Oppvekstsenter Avd Barnehage	5.6
993215422	Málatvuomi Sámi Mánáidgárdi Sa	2.1
975268071	Mellembygd Kultur og Oppvekstsenter Avd Barnehage	8
875313622	Olsborg barnehage	12
975322505	Høgegga barnehage	6
994459082	Leirbukt barnehage	6
911801981	Nordreisa Menighetsbarnehage AS	12
975313816	Oksfjord Oppvekstsenter Avd Barnehage	3
988968595	Reisa Montessoribarnehage	4
987224576	Rotsundelv Barnehagedrift AS	3
975314979	Sonjatun barnehage	6
975313824	Storslett barnehage	5.9
975313832	Sørkjosen barnehage	5.4
990860459	Tømmernes Gårds- og Naturbarnehage AS	3
915766404	Salangen kommune Vasshaug barnehage	25.2
974063395	Arnøyhamn barnehage	1.6
973023837	Eidekroken barnehage	7
915650015	Solstua barnehage	8
975313786	Vågen barnehage	7.8
985165696	Ørneveien Naturbarnehage AS	15
915650422	Årviksand barnehage	2
975313387	Evenskjer barnehage	15.8
975313395	Ressan barnehage	5.8
975320278	Sandstrand barnehage	5
973470612	Vardobaiki AS Avd Evenskjer	4.8
975320391	Furuslottet barnehage	5
974622351	Oteren barnehage	6
992217316	Storfjord Naturbarnehage AS	4.8
975313638	Bjørkli Private barnehage Sa	2.9
975321541	Brekka barnehage	7.1
975048144	Ferdinand barnehage	7.1
976979087	Fredlund barnehage	3.1
895639982	Gjerdsletta barnehage	14.2
976979397	Gryllefjord Oppvekstsenter Avd Gryllefjord Barnehage	7.2
975199150	Medby Oppvekstsenter Avd Askeladden Barnehage	3.9
975321932	Dansesletta barnehage - Solli	9.1
975321959	Stonglandet barnehage	5.2
973503065	Ameliahaugen barnehage	6.1
976784251	Bamsestua barnehage Sa	4
973346628	Barnehagen Hundre Sa	10
973470434	Berg barnehage Sa	10.5
973228951	Bjerkaker barnehage Sa	5.3
975026647	Breivika Studentbarnehage	18
988313785	Bukkespranget Naturbarnehage AS	13
989094335	Bymyra barnehage	22
975028933	Charlottenlund barnehage	5.5
911643006	Dalen Familiebarnehage Da	2.4
974800152	Domkirkens barnehage	7.9
997036964	Ebeltoften Familiebarnehage AS	2
989094092	Eidhaugen barnehage	18
974193612	Einerabben barnehage Sa	7
873449772	Ekrehagen Friluftsbarnehage Sa	10
990753695	Elvestrand barnehage	14
985821852	Eventyrøya Familiebarnehage Da	2
989093541	Fjellvegen barnehage	14
975044912	Gimle Studentbarnehage	13.8
974566729	Guovssahas Mánáidgárdi (samisk Barnehage)	7
992979933	Gyllenvang barnehage	14
973470590	Hamna Friluftsbarnehage Sa	10.2
973595504	Hillesøyskolen Avd Sommarøy barnehage	4.1
979893965	Hvalrossen barnehage	15.5
979893957	Isbjørnen barnehage i	23.6
976081064	Karveslettlia barnehage Sa	19.2
974566710	Kattfjord barnehage	3
892287392	Kjosen barnehage	14
874058092	Kroken barnehage	12
973383205	Kråkeslottet Al	16.9
978697593	Kulturbarnehagen	16
975026639	Kvaløysletta barnehage	12
974566648	Kvamstykket barnehage	20.5
973493701	Kveldrovegen barnehage Sa	13
973504096	Kvitungen barnehage	15.7
974566699	Lakselvbukt barnehage	3.2
998167418	Langnes Åpen barnehage	1.3
986545271	Lekestua Familiebarnehage AS	4
974566664	Lunheim barnehage	12
979368658	Læringsverkstedet barnehage Avd Fagertun	11.9
913899954	Læringsverkstedet barnehage Avd Haugenstykket	16
973229214	Læringsverkstedet barnehage Avd Heimly	9
913833864	Marsveien barnehage	21
989760351	Midnattsol Familiebarnehage	5
888495762	Mortensnes Familiebarnehage	2.5
896049542	Myrveien Familiebarnehage AS	2
972138487	Norrøna barnehage AS	12.6
974566753	Olsgård barnehage	10.3
972139599	Polarhagen barnehage	8
979893973	Polarmåsen barnehage	26
979894007	Polarreven barnehage	14.8
975012093	Prestvannet Studentbarnehage	17.4
988182443	Reinen barnehage	17
983782507	Rødhette AS	5
891511612	Sjømannsbyen barnehage	11.9
988582468	Skittenelv barnehage	3.9
974566737	Skjelnan barnehage	12
873493712	Skogstua barnehage Sa	7
974566745	Slettaelva barnehage	12
972290963	Soldagen barnehage AS	13.2
992824727	Solneset barnehage	14
997553152	Solstua Familiebarnehage	2.1
989094874	Sommereng barnehage	15
988859680	Sorgenfri barnehage	18
974566672	Stakkevollan barnehage	12
973519662	Steinberget barnehage Sa	15.5
973464957	Steinerbarnehagen Tromsø	4
973489631	Stiftelsen Kanutten Barnehage. Tromsø	6.3
975028941	Storskogåsen Studentbarnehage	11.2
989093681	Storvollen barnehage	14
996843254	Strandkanten Fus barnehage AS	13.5
985717656	Straumsbukta barnehage	6.1
989094688	Templarheimen barnehage	15
916528426	Tindfoten Fus barnehage AS	18.5
972933228	Toftveien barnehage Sa	11
993288012	Tomasjordneset barnehage	14
874566632	Trollbakken barnehage	6
974566656	Tromsdalen barnehage	10
975316785	Tromstun barnehage	12
899325532	Tromvik barnehage	2
974566702	Trondjord barnehage	3.2
918929053	Trudvang barnehage	5
973383221	Tusseladden Friluftsbarnehage	21
989981277	Universet Studentbarnehage	18.9
973461982	Utsikten barnehage Sa	3
979313551	Varden barnehage	7
993437158	Vengsøy barnehage	1
973483463	Vikran barnehage	4
995671298	Virre Vapp Familiebarnehage AS	5
988859745	Workinnmarka barnehage	10.5
995367637	Åpen barnehage Stakkevollan	1.3
973461958	Åsland barnehage Sa	7.8
975321444	Agdenes Kommunale barnehage Avd Lensvik	13.1
975311244	Agdenes Kommunale barnehage Avd Mølnbukt	2.8
912168549	Bekkfaret barnehage	20.4
975290859	Lyngrabben barnehage	13.1
998310881	Læringsverkstedet barnehage Avd Ervika	11.2
875300792	Solkysten barnehage Avd Lysøysund	5.1
975311287	Solkysten barnehage Avd Sandnes	9.1
982775388	Solbakken barnehage	2.5
975312240	Vangan barnehage	7.7
974620634	Jøa barnehage	4.6
917927537	Salsnes Familiebarnehage	1.3
975311872	Borglia barnehage	10.3
975311880	Folkheim barnehage	4.4
974034611	Juberg Gårdsbarnehage AS	8.1
980376133	Solvang barnehage	4.6
976832515	Dyrøy Oppvekstsenter Avd barnehage	3
976832507	Mausund Oppvekstsenter Avd barnehage	1.5
875311182	Nabeita Oppvekstsenter Avd barnehage	11.7
975311198	Nesset barnehage	11.9
975323722	Nordskag Oppvekstsenter Avd barnehage	9.7
999669514	Rabben Barnehagedrift AS	13.8
884683092	Sistranda Kystbarnehage AS	14.6
875312162	Bergsmo barnehage	8.4
975312178	Ekker barnehage	8.1
975312186	Harran Oppvekstsenter Avdeling Barnehage	4.9
975324125	Rønningen barnehage	8.9
974020750	Bakkely barnehage	7.5
975321053	Grøtnes barnehage	10
873459492	Haugatun barnehage Sa	8.4
973470140	Labbetuss barnehage Sa	13.2
975311163	Svanem barnehage	6.6
975311171	Vinje barnehage	5.9
994375911	Barman Oppvekstsenter Avd Barnehage	13.8
974560437	Fillan barnehage	17.5
974560461	Knarrlagsund Oppvekstsenter Avd Barnehage	6.1
974560453	Kvenvær Oppvekstsenter Avd Barnehage	2.5
974560445	Strand Oppvekstsenter Avd Barnehage	12.2
882956792	Elvland barnehage	12.1
974028026	Haltdalen Oppvekstsenter Avd Barnehage	4.8
975312208	Vargeia barnehage	15.1
993605875	Elvebakken barnehage AS	6
989589199	Eventyrskogen Naturbarnehage AS	5
999348556	Inderøy Familiebarnehage Tina Leinan	3
985071969	Kribelin barnehage AS	12.1
975324052	Lyngstad barnehage	5.5
983945120	Markvoll Familiebarnehage AS	1.5
974037149	Mosvik barnehage	5.1
975312038	Røra barnehage	9.9
974037971	Sakshaug barnehage	14.8
975317889	Sandvollan barnehage	12
975320820	Utøy barnehage	5.5
913721047	Akrobaten - barnehage AS	5.2
988578088	Borgly barnehage AS	6.6
973459546	Fagerbakken barnehage	4.1
974022877	Fembøringen barnehage	13.2
973459562	Fevåg barnehage	4
973470345	Fosnaheim Naturbarnehage	4
975311252	Høgåsmyra barnehage	16
974579936	Leksvik barnehage	8.3
973459589	Skaugdalen barnehage Sa	6
973459597	Skogly Friluftsbarnehage	4.7
973589245	Steinvegen barnehage AS	9.1
998505747	Tryllefløyten Musikkbarnehage AS	7.3
984800703	Tungtrø barnehage AS	6.8
991453938	Tuppen og Lillemor barnehage AS	4
975311899	Vanvikan barnehage	12
995106736	Årnseth Familiebarnehage	0.9
979121741	Betel barnehage	10
975311678	Brannåsen barnehage	11.8
993388513	Hesteskoen barnehage	11.7
993508500	Jonettaplassen Gårdsbarnehage AS	2.3
994708457	Knærten Fus Friluftsbarnehage AS	15.5
990716722	Sletten barnehage Avd Rød og Blå	12.2
875311662	Sletten barnehage Avdeling Rydland	6.3
975311686	Tanem barnehage	10.3
988667323	Tussestua Familiebarnehage AS	2
975312283	Leka barnehage	3.6
989540637	Abra Cadabra barnehage	9
891410182	Athene Familiebarnehage Agnete Marlen Fredriksen	1
984823525	Barnas Moa AS	8
973948172	Bjørnang barnehage	7.1
973461222	Bruse barnehage Sa	15
982217008	Casa Musica barnehage Ans	16.5
975296717	Ekne barnehage	9.3
983108016	Espira Gjemble barnehage	16.2
974158507	Farmen Menighetsbarnehage	23.9
976976096	Frol barnehage	16.5
973484745	Hegle barnehage	6
985791635	Hompetitten barnehage AS	7.3
989744038	Kårstua barnehage AS	6.3
975320782	Momarka barnehage	22.6
983696899	Mossingan Familiebarnehage Ans	3.2
976719654	Mule Gårdsbarnehage Marit Kvam	5.1
991380485	Munkeby Gård- og Naturbarnehage Sa	9.3
989064193	Mølnå barnehage	2.9
994310631	Nord Studentsamskipnad Avd Røstad barnehage	7.3
973600834	Nord Studentsamskipnad Avd Trimia barnehage	4
979525435	Okkenhaug barnehage	3
986900233	Purktrøa Gårdsbarnehage Sa	8.2
974754126	Ruffen Kanvas-Barnehage	18.3
874127612	Skogn Menighetspleie barnehage	10.9
990260249	Staup Natur og Aktivitetsbarrnehage Nesheim Os	10.6
989420518	Vårtun Kristne Oppvekstsenter - barnehage Sa	6.2
973382683	Ytterøy barnehage	7.2
975311910	Åsen barnehage	3.2
974626640	Sandvika barnehage	7
974626659	Sørli barnehage	7.8
990384177	Korntrøberget barnehage AS	9
986559426	Mumitrollet Fam barnehage Hilde Frogset	2.8
995663597	Muruvik barnehage	19.1
982565499	Planetringen barnehage	16.7
975311708	Saksvik barnehage	21
975311694	Sandfjæra barnehage	25.5
988801585	Sjølyst Fus barnehage AS	16.5
919642459	Småtroll Familiebarnehage Lena Birgit Hansson	2
888432892	Solregn Familiebarnehage AS	1.9
976975669	Solstrand barnehage	14.8
984569742	Sveberg barnehage Sa	12.2
981282876	Torphytta Familiebarnehage Da	3.2
979867921	Utsikten Familiebarnehage Borghild Lucie Vikhammermo	2
998458757	Vidhaugen barnehage	20
880457772	Vikhammer Vestre barnehage	6
975311716	Vikhammeråsen barnehage	10.1
974027178	Grefstad barnehage	12.2
974752425	Løkken barnehage	15
975311422	Storås barnehage	11
975311430	Å barnehage	6
994225898	Brekkåsen Familiebarnehage Karin Langland Reinsbakk	1.1
975311597	Eid Skole og barnehage Avd Barnehage	12.5
984770235	Elvebakken Montessoribarnehage Sa	10.7
975323854	Flå Skole og barnehage Avd Barnehage	15.2
873987642	Gimsøya barnehage	13.3
975311570	Gåsbakken Skole og barnehage Avd Barnehage	7
975311589	Hovin Skole og barnehage Avd Barnehage	22.9
995513471	Humla Familiebarnehage Da	2.2
975297071	Kosekroken barnehage	8.3
975311619	Lundamo Skole og barnehage Avd Barnehage	21.6
998542553	Læringsverkstedet barnehage Avd Brekkåsen Idrettsbarnehage	19.1
987380594	Løvset barnehage	12.1
972138452	Presttrøa barnehage	19.2
975325458	Rosmælen Skole og barnehage Avd Barnehage	13.2
975311627	Strandvegen barnehage	14
973448560	Tambartun barnehage	18.6
992210249	Trolltoppen Familiebarnehage Da	2.2
996426874	Egga barnehage	16.9
983569439	Tollmoen barnehage	9.8
975311546	Budal Oppvekstområde Avd Barnehage	4.9
979734247	Hauka Villmarksbarnehage	3.8
987730897	Liøya barnehage Sa	19.7
975311554	Singsaas Oppvekstområde Avd Barnehage	9.5
975321576	Soknedal Oppvekstområde Avd barnehage	16.6
975311562	Støren barnehage	25.4
875312022	Stjerten barnehage	2.7
974037424	Vangstunet barnehage	12.5
975311759	Bangsund barnehage	6.5
973471910	Barstad barnehage Sa	6.2
974753928	Bjørum barnehage AS	14.3
987110902	Flak Naturbarnehage AS	6
976833163	Fossbrenna barnehage	6.2
973483072	Granåsen barnehage Sa	6.1
985554471	Gullvika Naturbarnehage AS	10.3
975311775	Kleppen barnehage	8.6
972240540	Namsos barnehage	13.2
985802416	Namsos Musikkbarnehage AS	7.6
985623864	Natur & Idrettsbarnehagen Avd. Bråten	9.7
996489957	Natur & Idrettsbarnehagen Avd. Høknes	6.7
975311783	Otterøy Oppvekstsenter Avd barnehage	7.1
987099607	Skoglyveien barnehage AS	13.7
974875101	Snippen Familiebarnehage AS	2
917459517	Solvang barnehage	14.1
975311791	Spillum barnehage	6
987463651	Sørenget Oppvekstsenter Avd Barnehage	5.8
975322068	Vestbyen barnehage	6.3
879986982	Vika barnehage AS	3.1
975312119	Elva barnehage	3
975312127	Lonet barnehage	4.7
975312151	Trones barnehage	3.6
994043099	Barnehage 1 AS Avd Nøtteliten	7.6
918087974	Barnehage 1 AS Avd Strand	9.4
976678893	Foldereid Oppvekstsenter Avd barnehage	3.6
973488600	Gravvik Oppvekstsenter Avd barnehage	2.9
975312267	Kolvereid barnehage	27.1
990367701	Lilleval barnehage AS	3
918654917	Odden Familiebarnehage Elisa Strøm	0.8
973337165	Ottersøy barnehage Sa	11.3
979313926	Værum barnehage	3
973671715	Bjerkehagen Friluftsbarnehage Sa	3.6
974136171	Drivdalen barnehage	4
973459627	Fagerhaug barnehage Sa	6.4
990756481	Gnist Barnehager Brennan AS	18.6
974025868	Høgmo barnehage	9.4
873352582	Lønset barnehage	2.5
973382632	Midtbygda barnehage	9.4
975311341	Pikhaugen barnehage	9.6
973448811	Stølen Private barnehage Sa	4.2
973502743	Torshaug Private barnehage Sa	5
973179179	Tågvollan barnehage	10.7
975311473	Bekkefaret barnehage	16.6
875321072	Evjen barnehage	30.1
975311449	Gjølme barnehage	13.8
979312946	Grøtte barnehage	33.1
974752468	Nlm Barnehagene AS Avd Liavoll Barnehage	9
973484583	Rianmyra barnehage	24
873348712	Svorkmo barnehage	8
975315525	Vormstad barnehage	5.2
919484594	Havgløtt barnehage	10.9
986518045	Seter barnehage	2.4
977539269	Gammelstua Friluftsbarnehage Sa	7.7
976976401	Moamarka barnehage	8.3
975312216	Ranemsletta barnehage	18.6
975312224	Skage barnehage	33
975311392	Voll barnehage	6.4
975311384	Vonheim barnehage	14.4
982366291	Brandsfjord barnehage	2.8
974025272	Tusseladden barnehage	2.9
982366267	Vik-Bessaker barnehage	3
974563835	Brekken barnehage	2.7
974563851	Galåen Naturbarnehage AS	4.4
974185598	Glåmos barnehage	2.8
974563827	Kvitsanden barnehage	14
973459767	Stenbråttet barnehage Sa	8.1
974563819	Ysterhagaen barnehage	9
975203492	Øya barnehage	8.8
975324087	Røyrvik Oppvekstsenter Avdeling barnehage	5
975314588	Dragsten barnehage	2.9
815516192	Innbygda barnehage	6
915506941	Kvellohaugen barnehage	17
975296970	Tømra barnehage	10
975314790	Øverbygda barnehage	5
988875945	Børsa barnehage	34
975183939	Fredly barnehage	8
915508480	Hammerdalen barnehage	35.8
975325466	Ilhaugen barnehage	12
974029960	Jåren-Råbygda Oppvekstsenter Avdeling Barnehage	6.6
988875961	Oterhaugen barnehage	32.5
975311651	Venn Oppvekstsenter Avdeling Barnehage	7
873495472	Viggja Oppvekstsenter Avdeling Barnehage	4.3
996314901	Hemnskjela Oppvekstsenter Avd Barnehage	4
975315142	Krokstadøra Oppvekstsenter Avd Barnehage	4.5
975325431	Ven Oppvekstsenter Avd barnehage	4.2
994919776	Lillemarka Familiebarnehage	1.1
874038202	Snåsa barnehage Avd Breide	6.8
976833503	Snåsa barnehage Avd Vinjebakken	8.4
987126531	Snåsa Montessoribarnehage Sa	5
988012440	Suaja Maanagierte	3.3
989939408	Beitstad barnehage AS	18.2
916469535	Byafossen Kommunale Barenhage	13
916469543	Egge barnehage	13
981978471	Figga barnehage	8.2
973345028	Følling barnehage	7.3
889284552	Granstubben barnehage Henning AS	10.2
992585277	Guldbergaunet Førskole AS	11.7
987094613	Haugtussa barnehage AS	10
997827910	Jåddåren Gårdsbarnehage AS	3
994408127	Kringla Friluftsbarnehage AS	6.2
979671105	Kvam barnehage Sa	5.2
973459813	Lerkehaug barnehage	7.1
992908319	Lykke Liten Familiebarnehage Trude Brandtzæg	2.2
973470159	Marisletta barnehage Sa	10.9
985840474	Mære Gårdsbarnehage AS	4
973600826	Nord Studentsamskipnad Avd Studentbarnehagen Steinkjer	5
879600642	Nordsihaugen Familiebarnehage AS	2
976796519	Poppellunden barnehage Stiftelse	11.8
985978387	Risgropa Familiebarnehage	2.2
973459872	Røysing barnehage Sa	6
988109584	Skjefte barnehage AS	8.3
988893293	Steinkjer Montessoribarnehage Sa	12.4
989481584	Steinkjersannan barnehage	23.6
975311740	Søndre Egge barnehage	13
974753375	Sør-Beitstad barnehage Sa	5.2
975295389	Sørlia barnehage	5.7
875323962	Tufbakken barnehage	7
987424680	Vikingen barnehage AS	6.8
973346121	Vålen barnehage Sa	3.5
916381689	Aglo barnehage Eventyrhuset	8.9
916381662	Aglo barnehage Sentrum	9.9
990239940	Brumm Familiebarnehage Langberg	1
990527288	Bukkspranget Gårds og Naturbarnehage	6.6
996077004	Espira Stjørdal AS	16.4
994903004	Eventyrskogen Familiebarnehage Hans og Grete	1.2
984694504	Fagerhaug barnehage	11.7
975320766	Forradal Oppvekstsenter barnehage	3.6
985770166	Fosslia barnehage	13.4
984347189	Geitspranget Naturbarnehage AS	13
993193968	Gnist Barnehager Husbyåsen AS	20.4
997903501	Gressethgrenda Familiebarnehage V/rakel Chr. Aune	1
992120967	Gresstoppen Familiebarnehage	1.1
975299511	Hegra barnehage	14.8
875311832	Husbymarka barnehage	7.6
975322165	Kvislabakken barnehage	15.8
994951939	Lasseliten Familiebarnehage Siritun	1.2
975296806	Lånke barnehage	17
985574324	Maurtua Bhg AS	5
897740052	Medbroen Gårdsbarnehage	14.4
975296105	Midtheim barnehage	9.5
990618607	Nasse Nøff Familiebarnehage AS	2
988462985	Sagatun barnehage AS	3
975323994	Sandskogan barnehage	12.1
975311848	Skatval barnehage	11
975311856	Skjelstadmark Oppvekstsenter barnehage	11.1
973470825	Stjørdal Kvinne-Og Familielags barnehage	2.8
971977612	Stjørdal Menighets barnehage	9
986357173	Taraxacum barnehage	17
895212792	Toppen Familiebarnehage Eiketoppen	1.1
994953834	Toppen Familiebarnehage Furutoppen	0.8
995212684	Toppen Familiebarnehage Grantoppen	1.1
890572502	Trollskogen Familiebarnehage	1.5
873489812	Tussilago barnehage	8.8
991848436	Tønsåsen Naturbarnehage AS	13.5
985578850	Aktiv Åpen barnehage AS	0.5
973502611	Andungen barnehage Trondheim Sa	7
991439811	Angelltrøa barnehage	5.9
975028852	Bakklandet barnehage	14.8
975862682	Baldershage barnehage	13.5
980617157	Bambi Familiebarnehage Didovic	1.6
985991243	Bamsehiet Familiebarnehage Da	2.5
975028860	Barnas Hus barnehage	6.8
995091291	Bekken Familiebarnehage AS	1.8
975183793	Berg barnehage Avd Frydenberg	6.6
914746620	Berg barnehage Avd Øvre Bergsvingen	8.8
984700369	Berg Familiebarnehage Ruth Rødsjø Lein	2.1
973771604	Bergheim barnehage Sa	16.8
982534135	Birralee International Kindergarten Trondheim AS	8.4
986686436	Bjørnebyen Familiebarnehage Ans	2.4
993393916	Brannhaugen barnehage	12.4
894307242	Bratsberg Fus Kulturbarnehage AS	14
975314723	Breidablikk barnehage	24.3
973513060	Breidablikk Åpen barnehage	0.1
975191729	Brinken barnehage	10.5
974722313	Bromstad barnehage	12
984736525	Brudalstunet Familiebarnehage	1.3
975314731	Brundalsgrenda barnehage	6.5
990040370	Brøset barnehage	26.7
975183874	Byåsen Kirkes barnehage	13.4
995060604	Byåsen Tospråklige barnehage AS Avd Kaptein Roosens Vei	6
986423419	Byåsen Tospråklige barnehage AS Avd Nils Stavnes Veg	4
975183807	Cecilienborg barnehage	9.8
975183815	Charlottenlund barnehage	14.8
987595426	Dalgårdtunet barnehage AS	19.8
975183823	Domkirken barnehage	6.3
875183842	Dronning Mauds Minne barnehage	11.7
995746999	Duttestien barnehage AS	5.4
989441183	Duttestien Familiebarnehage AS	2.3
988772623	Einmoen Familiebarnehage Birgitte Nielsen	2
991419543	Ferista Friluftsbarnehage	18.5
991419187	Festningen barnehage	13.4
975941205	Fossegrenda barnehage Roger Lørendal	13
973502549	Fosseskansen barnehage AS	6
975310892	Furutoppen barnehage	23.9
973484273	Fykenborg barnehage Sa	4.8
995050897	Fykenveien Familiebarnehage	1.8
994761323	Gammel-Lina Familiebarnehage Jannicke Helen Gullhav	1.1
990537232	Gartneriet barnehage	14.6
988642436	Gjørtlervegen barnehage	15
998292298	Gnist Barnehager Tiller AS	14.6
995004747	Gnist Barnehager Trøa AS	22.3
991437312	Granåsen barnehage	16.5
988339490	Granåslia barnehage AS	21.4
999339166	Grillstadfjæra barnehage	20
990894426	Grilstad Fus barnehage AS	19.3
990221863	Grisungen Familiebarnehage Stølen	1.1
988473626	Gråtrostvegen Familiebarnehage Hilde Hoff	1.1
884917832	Guldbrandsvegen Familiebarnehage	1
973513109	Hagebyen Private barnehage Sa	4
989305050	Hallsetreina Fus barnehage AS	14.8
995051265	Hammersborg Familiebarnehage	1
995453924	Haugnessvingen Familiebarnehage Beate Aakerholm	2
974749017	Haukåsen Friluftsbarnehage	14.1
975310906	Havsteinaunet barnehage	11.5
992857005	Heimdal Familiebarnehage Monica Svestad Kvamstad	1.9
984917856	Hila Drift AS	3
981133234	Hoeggen Åpen barnehage	0.2
990887934	Horneberg Fus barnehage AS	18
973502638	Hundremeterskogen Bhg Sa	6.3
975310914	Huseby barnehage	17
994553674	Husebygrenda Familiebarneh Ysland	0.4
991439005	Hårstad barnehage	15.6
975268241	Ila barnehage	14.6
991432477	Iladalen barnehage	15.2
991444416	Ilsvika barnehage	10.7
986952861	Jakobsgrenda barnehage Sa	12
985060649	Jakobsli Familiebarnehage Sissel Grøthe	1.2
975294552	Jotunheimen barnehage	6.2
973502581	Julius barnehage AS	5.5
990059659	Kastbrekka barnehage	21.8
998689368	Kattem barnehage	18.5
990629544	Kattemskogen barnehage AS	7.6
991437908	Klæbuveien barnehage	15.5
887425922	Knøttene Familiebarnehage Kristin Strøm	2.9
975310922	Kolstad barnehage	14.7
991437207	Kolsås barnehage	7.7
984600844	Kongletoppen Familiebarnehage AS	2.4
994274465	Kongsvegen barnehage	14
975325377	Korsvika barnehage	8.4
974749777	Krinkelkroken barnehage	13.8
975320103	Kristiansten Barnehager	18.8
995563975	Kystad Gård barnehage	28.6
998028752	Kystadhaugen Familiebarnehage	2
975310930	Kystadåsen barnehage	10.6
891420102	Kyvatnet Naturbarnehage	12.1
986582282	Ladehammeren Familiebarnehage Tone Thronæs	1
974998394	Lademoen barnehage	12
990040753	Ladesletta barnehage	17.4
979289952	Leangen Kulturbarnehage Sa	14.5
992772581	Leirfossen Familiebarnehage Unni Therese Nenne Iversen	2.5
991432914	Leistad barnehage	18
982506069	Lekeplassen Familiebarnehage	2.3
875123262	Lian Naturbarnehage	5.2
991431411	Lidarende barnehage	16.8
991442677	Lohove barnehage	15.3
990896577	Lunderhaugen barnehage AS	9.3
988174661	Lundåsen barnehage AS	14.5
975310949	Lyngmyra barnehage	8.6
911944855	Læringsverkstedet barnehage Avd Buenget	16.2
998440629	Læringsverkstedet barnehage Avd Humlehaugen	19
972339318	Læringsverkstedet barnehage Avd Vårres	11
998438942	Læringsverkstedet barnehage Hammersborg	21
976555465	Løkka Familiebarnehage Grete Mortensen	2.2
975325342	Løkkan barnehage	4
991152970	Majorstuen barnehage	13.5
987133767	Marihøna Familiebarnehage	1.8
989371568	Marija Kolak	1
972398624	Markaplassen barnehage	17.4
985361207	Mellomila Familiebarnehage og Progressiv Institutt AS	2.2
874998362	Midtbyen barnehage	7.8
993966703	Moltmyra barnehage	14.9
994357263	Montessoribarnehagene Trondheim AS	6.7
973502646	Motbakken barnehage Sa	5
995065878	Mummitrollet Familiebarnehage	2
975268225	Munkvoll barnehage	8.2
990746257	Musikkmanesjen	0.7
975310973	Møllebakken barnehage	8
975310981	Møllenberg barnehage	16.1
994253549	Møller barnehage	6.4
973481886	Nardo barnehage	14.8
991419063	Nedre Elvehavn barnehage	7.6
993856649	Nedre Flatåsen barnehage	22.6
984844719	Nedre Flatåsen Familiebarnehage Wenche Storfjord Lunde	1
975068595	Nidarvoll barnehage	17
976677323	Nilsbyen Friluftsbarnehage	4
973459422	Nissekollen Barnehager	16.6
975009262	Nlm Barnehagene AS Avd Spiren Barnehage	7.4
875310992	Nordslettvegen barnehage	9.4
973704869	Nrk-Marintek barnehage	7.6
976677358	Nyborg barnehage	14.6
995068516	Nydammen Familiebarnehage	1.2
991420150	Nypvang barnehage	16.1
975323684	Okstad barnehage	14
991435603	Okstadvegen barnehage	17.6
975311007	Persaunet barnehage	17.3
995068656	Perslia Familiebarnehage	0.1
992099801	Persstua Familiebarnehage AS	1.9
991443975	Porsmyra barnehage	16.7
975029131	Prestegårdsjordet barnehage	9
991438505	Presthus Gård barnehage	14.9
991438823	Ranheim barnehage	12.2
991438955	Ranheimssletta barnehage	8.4
975044858	Regnbuen barnehage	14.3
975311015	Ringen barnehage	15.9
973472348	Ringvålskogen barnehage Sa	12.7
975311023	Risvollan barnehage	16.1
975311031	Rognbudalen barnehage	11.1
875311042	Romemyra barnehage	11.3
975311058	Romolslia barnehage	23.6
999569390	Rosenborg barnehage AS	5.3
991420169	Rye barnehage	16.8
986496149	Rypeveien Familiebarnehage Hovdahl	2.4
875291882	Rønningen barnehage	7
973459368	Sandbakken barnehage Randi Viken	3
992814764	Saupstad barnehage	12
989596373	Saxenborg barnehage Sa	8
983639267	Selsbakkhøgda barnehage	12
975291871	Singsaker barnehage	7.1
975068056	Sjetne barnehage	14.5
995707977	Sjetnemarka Familiebarnehage Merethe Olsen	0.7
987496231	Sjøskogbekken Fus barnehage AS	16
975268217	Skjermvegen barnehage	13.5
975311074	Skjetlein barnehage	9
988382868	Skogstua Private Bhg AS	1.8
973471783	Skuta barnehage Sa	4.2
991432272	Skyttervegen barnehage	10.3
973479903	Sluppen barnehage	13.7
989009427	Småbergan barnehage	6.2
988405906	Snillet Gård Friluftsbarnehage AS	7.8
873502592	Solbakken barnehage	26.9
973474332	Solflata barnehage	6.2
975317811	Sollia barnehage	11.7
893623442	Solplassen Familiebarnehage Cecilie Johansen	1.8
985802246	Solstrålen Familiebarnehage Ann Kristin Olderskog	1
988479853	Soltun Familiebarnehage	1.2
984240317	Solvangen barnehage Sa	17
990714878	Sommerfuglen Steinerbarnehage AS	12.9
991420177	Spongdal barnehage	7.2
975094065	Stabburet barnehage	13.2
980429741	Stavsetmyra barnehage Sa	14
995070146	Steinberget Familiebarnehage	1.1
973513141	Stiftelsen Fjæraskogen barnehage	17
973770616	Stiftelsen Kirkens Bymisjon i Trondheim	1.2
973464981	Stiftelsen Steinerbarnehagen i Ila	4.8
973489577	Stiftelsen Steinerbarnehagen Rotnissen	12.4
