Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
990635498	Fjell Kfuk Kfum Avd Fjell	1
991843876	Fjell Kfuk Kfum Avd Landro	1
990635285	Fjell Kfuk Kfum Avd Straume	1
979192576	Gardstunet barnehage AS	12.3
998736250	Hamramyra barnehage	21
876772752	Havhesten Fus barnehage AS	17.5
992686111	Knappskog barnehage	17
995141639	Knerten Familiebarnehage	2.5
988593451	Langøy Friluftsbarnehage AS	9
989616005	Leirstaden barnehage	16.3
988371114	Liatunet barnehage AS	5.5
972242225	Læringsverkstedet barnehage Avd Aronien	13
889412062	Læringsverkstedet barnehage Avd Straume	23.6
982206103	Læringsverkstedet barnehage Avd Valen	18.5
992686073	Marihøna barnehage	12
985138907	Naustvika barnehage	17
989297937	Nlm Barnehagene AS Avd Løveparken Barnehage	18.8
990303398	Norlandia Kårtveitpollen barnehage	18.4
982272823	Soltunet Drift AS	2.4
875309072	Straume barnehage	9
987583134	Straumsfjellet Fam barnehage	2.9
876673622	Svingen barnehage	12
990137455	Tiriltunet barnehage AS	5.2
976673603	Tussetjødna barnehage	10.6
988387207	Ulven Naturbarnehage	17
975323366	Ulveseth barnehage Avd Fjell	6.5
975309088	Ågotnes barnehage	13.7
973449664	Holdhus barnehage	4.2
976831071	Jettegryto barnehage	11.2
973348434	Nore Fusa Oppvekstsenter. avd barnehage	7.4
973469924	Strandvik barnehage	4
975815978	Søre Fusa Oppvekstsenter. avd barnehage	4
975295397	Trollstigen barnehage	8.8
973353055	Vinnes barnehage	3.1
975309002	Tueteigen barnehage	9.6
975308855	Jondal barnehage	11.8
973341235	Norheimsund barnehage	22.5
992273259	Sandven Fus barnehage AS	16.2
973953745	Strandebarm barnehage	8.7
891899262	Tørvikbygd barnehage	6.7
973953826	Øystese barnehage	29.6
973953869	Ålvik barnehage	4.7
996833127	Akasia Valen barnehage	14.5
974614839	Bringedalsbygda barnehage	6.6
989634488	Dønhaug Gardsbarnehage	3.6
990835292	Espira Halsnøy Kloster barnehage	20.2
974614820	Hatlestrand barnehage	3
974156466	Hauge barnehage	3.1
988228303	Læringsverkstedet Handeland Friluftsbarnehage AS	9.5
985247412	Mauranger barnehage	2.8
980846040	Myrane barnehage	14.2
974614758	Omvikdalen barnehage	10
993595144	Rosendal Fus barnehage AS	14.4
874614742	Sunde barnehage	12
974614723	Undarheim barnehage	17
974614812	Uskedalen barnehage	7.1
988471011	Varaldsøy barnehage	2
974614847	Ølve barnehage	3
974614790	Åkra barnehage	1.2
973484257	Alversund Montessoribarnehage AS	11.5
989628089	Barnas barnehage Hundvin	5.8
985787220	Barnas barnehage Kløvheim	5.8
973965204	Haugen barnehage	9
991555749	Juvikstølen barnehage	25.2
973383477	Knarvik barnehage AS	27.6
973965220	Kolås barnehage	11.1
986286683	Leiknes Fus barnehage AS	16
989981544	Lykkeliten barnehage	4.5
973488651	Natås barnehage Sa	6
992741945	Ostereidet Fus barnehage AS	11.2
991943854	Seim barnehage Sa	17
880928422	Smilehullet Familiebarnehage Anne Mari Arnesen	2.3
983043712	Solhaugen barnehage Sa	15
982986850	Trollskogen barnehage Ikenberget Sa	20.3
973800523	Wilhaven AS	2.4
973383485	Indre Masfjorden barnehage	6.9
976674251	Nordbygda barnehage	12.3
876674262	Sandnes barnehage	7.6
973383469	Blåklokka barnehage	26.8
997702883	Drømmehagen barnehage AS	35.3
990106649	Espira Marthahaugen barnehage	18.2
973356550	Leiketun barnehage AS	20.6
888021442	Leirdalen barnehage Sa	8.7
994906372	Lita-God Familiebarnehage	2.3
974855615	Læringsverkstedet barnehage Avd Flatøy	4
984597894	Læringsverkstedet Maurtua AS Barnehage	10
975309215	Marihøna barnehage	9.1
975309185	Modalen barnehage	6.1
975322173	Eidesåsen barnehage	6
973945718	Eitrheimsvågen barnehage	18
875308882	Hestavoll barnehage	10
975308898	Rabben barnehage	16.2
975308901	Røldal barnehage	4
875308912	Skare barnehage	6
975308928	Tyssedal barnehage	6.1
882773612	Banktjørhaugen barnehage Ba	11.4
994214217	Borgafjell barnehage AS	28.9
989861069	Espira Kuventræ barnehage	33.6
994048686	Espira Ulvenvatnet barnehage	26
996472027	Flåten Naturbarnehage AS	8
973469932	Hegglandsdalen barnehage	10
992098570	Hjellemarka Fus barnehage AS	16.3
875297252	Lysekloster barnehage	14
987186313	Læringsverkstedet barnehage Avd Kuvågen	23.6
973469983	Nøtteliten barnehage	19
975309045	Os barnehage	25
994902903	Osøyro Open barnehage	0.2
995652137	Skeisbotnen barnehage AS	18.8
994708007	Skorvane Fus barnehage AS	15
990895023	Søre Neset Fus barnehage AS	12
975183440	Søre Øyane Grendalag Naturbarnehage Sa	13.6
872153322	Varhaug barnehage	11.1
982764017	Fotlandsvåg barnehage	7.4
975309207	Hauge barnehage	16.8
975321290	Haus barnehage	16.4
975309193	Lonevåg barnehage	25.1
976873416	Mjøsdalen barnehage	3.8
986878327	Osterøy Gårds og Friluftsbarnehage AS	8.2
976295307	Reppen barnehage AS	16.4
975322041	Valestrand barnehage	7.4
975297276	Austebygd barnehage	4.4
975309231	Bø barnehage	15.7
917114641	Grindheim Familie- og Gardsbarnehage AS	2.3
975298981	Prestmarka barnehage	32.7
975297284	Sæbø barnehage	11.6
975323323	Dråpeslottet barnehage	10.7
975321282	Vassloppa barnehage	12.7
980771210	Aadland Gards- og Friluftsbarnehage AS	5.1
979986475	Bergly Familiebarnehage	2.6
994349511	Dalen Fus barnehage AS	10.7
975296040	Furuly barnehage	9
989318764	Heiane barnehage	2.6
986896848	Kåreviksmarka Fus barnehage AS	13.3
982318475	Naustvågen barnehage	11
980335771	Nordbygdo Fus barnehage AS Avd Prestagardskogen	12.2
911616734	Nordbygdo Fus barnehage AS Avd Tyse	17.4
990739609	Olderdalen Fus Kulturbarnehage AS	19.2
992098783	Sagvåg Maritime Fus barnehage AS	16.6
975323285	Sagvåg og Litlabø barnehage	11.2
975296032	Skogatufto barnehage	11.9
988487376	Stuastølen Gardsbarnehage	3.5
896934112	Sæ barnehage AS	25.8
975323269	Sævarhagen Fus barnehage AS	20.8
975315630	Tjødnalio barnehage	8.4
975308715	Trodlahaugen barnehage	9.7
986896724	Valvatna Fus barnehage AS	13.6
991111298	Villvettene Friluftsbarnehage avd Rommetveit AS	3
888380892	Ås barnehage	17
980444325	Glesnes barnehage	9
873167092	Klokkarvik barnehage	21.8
994506404	Sauafjellet Fus barnehage AS	18.1
975315762	Skogsvåg barnehage	17.4
876673452	Stranda barnehage	18.5
976673522	Telavåg barnehage	7.1
873456302	Bråtveit Natur og Kulturbarnehage	7
973456334	Bua Kultur- og Friluftsbarnehage AS	5.7
897463962	Espira Solkroken barnehage	18.4
975308626	Førde barnehage	8.4
991194401	Gjermundshaugen Fus barnehage AS	14.5
978691927	Læringsverkstedet barnehage Avd Ekrene Natur og Gårdsbarnehage	14.2
975296466	Sveio barnehage	8.3
991691111	Valestrand Oppvekstsenter Avd barnehage	4.1
976618580	Lunde barnehage	5
975308766	Onarheim barnehage	5.4
994470426	Stjernereiso barnehage	12.6
975308812	Vågsmarka barnehage	6
975308936	Aga barnehage	6.4
975268306	Kinsarvik barnehage	10.4
975308979	Sekse barnehage	6.4
975296814	Utne barnehage	3.3
976673123	Veisane barnehage	10.1
975308995	Ulvik barnehage	15
975309142	Dale barnehage	6.5
975309177	Stamnes barnehage	3
975296660	Stanghelle barnehage	20.9
875320092	Vaksdal barnehage	15
974593947	Bjørgamarka barnehage	10.5
973456873	Bordalen barnehage Sa	4
974180944	Bulken barnehage	5.9
975309010	Evanger barnehage	5.4
974593912	Gjernes barnehage	6.9
975300366	Hauge barnehage	2.6
974593890	Klausabakken barnehage	28.1
974593874	Kløve barnehage	5.1
982263859	Læringsverkstedet barnehage Avd Tvildemoen	20.3
973508032	Mønshaugen barnehage	3
893806482	Regnbogen Natur og Kulturbarnehage AS	11.1
973513303	Rogne barnehage	3
987046074	Skulestad barnehage Sa	17.7
893595112	Sundve Fus barnehage AS	10.6
984872844	Vethe Gardsbarnehage AS	3
991779310	Vetlebarnehagen AS	2
973763881	Vonheim Open barnehage	0.8
994374451	Voss barnehage	20.2
985921288	Breivik barnehage	9.7
994954113	Knappen Familiebarnehage	1.2
997183479	Nlm-Barnehage i Øygarden AS	27
994954059	Spurven Familiebarnehage	1.2
975309223	Terna barnehage	24.6
875314602	Tjeldstø barnehage	9
992296437	Barnebo barnehage Avdeling Furutun	12.2
995200007	Barnebo barnehage Avdeling Riksfjord	12.4
974013568	Bergetippen barnehage	15
987552093	Trollmyra barnehage Aukra AS	3.5
975323943	Aure Sentrumsbarnehage	12.1
976677056	Nordlandet barnehage	7.1
975315355	Steinhaugen barnehage	6.8
983835643	Stemshaug barnehage	5.6
994656198	Straumsvik barnehage Sa	5.3
997230248	Trollberget Familiebarnehage Lena Berntzen	0.3
975315533	Bremsnes barnehage	8.6
985952787	Båsemor Ans	6.2
992871172	Hjellan Familiebarnehage	2.2
875315552	Kårvåg barnehage	6.8
976676548	Meek Oppvekstsenter Avdeling Barnehage	2.5
915519024	Mobarn Panorama barnehage	11
994461575	Mobarn Røsandåsen barnehage	10.7
990613508	Solsiden barnehage	2.8
997964853	Øyane barnehage AS	8.1
975315541	Eide barnehage	14.7
875310712	Lyngstad barnehage	5.8
975314677	Svanviken barnehage	11.9
975310728	Vevang barnehage	5.8
975321045	Bud barnehage	12.7
973448765	Haugtussa barnehage	14.1
975323846	Hustad barnehage	14
974706954	Jendem barnehage	9.6
917230870	Krohnstad Montessori Friluftsbarnehage	6
991452451	Mobarn Dalelia barnehage	15.3
974194937	Mobarn Hauglia barnehage	7.7
917875103	Mobarn Lyngen barnehage	9.7
973512013	Mobarn Sylte og Malme barnehage	13.7
974147580	Nlm Barnehagene AS Avd Utsyn Barnehage Elnesvågen	14.7
980969398	Tornes barnehage	13.2
973357204	Daggry barnehage	16.8
974011522	Giske barnehage	14.3
991369058	Gnist Barnehager Nordstrand AS	23.9
995737353	Gnist Barnehager Sætra AS	18.6
973448781	Myra barnehage	7.1
974187620	Nlm Barnehagene AS Avd Tryggheim Barnehage Godøya	14.9
973747223	Skjong barnehage	11.8
974011530	Vigra barnehage	12
976832345	Angvik barnehage	4.3
992880554	Astaddalen Museumsbarnehage	4.1
986954422	Bergsøy barnehage	3.4
992927720	Lykkeliten Barnehage. Storlandet Sa	3.6
874146102	Nlm Barnehagene AS Avd Torvikbukt Barnehage	5.6
974015226	Solsida barnehage	11.8
975314707	Halsanaustan barnehage	4
974017598	Liabø barnehage	6.6
975314715	Valsøyfjord barnehage	4.7
972290807	Brattvåg barnehage Sa	16.4
973459058	Grytestranda barnehage	2.9
975310582	Haramsøy barnehage	5
983952488	Hildre barnehage	5.1
980454754	Lepsøy barnehage	3
973344579	Longva barnehage	4.6
974156172	Nlm Barnehagene AS Avd Tryggheim Barnehage Brattvåg	19.4
974156164	Nlm Barnehagene AS Avd Tryggheim Barnehage Vatne	16
975310590	Søvik barnehage	14
983952852	Tennfjord barnehage	20.8
987110201	Utigarden barnehage AS	7.8
975323676	Bigset barnehage	13
889548452	Gnist Barnehager Holstad AS	27.7
975296083	Hareid barnehage	5.9
980943488	Syverplassen barnehage	11.5
975321029	Bergslia barnehage	4.6
990597448	Gnist Barnehager Myklebust AS	17.7
983762107	Huldal barnehage Sa	9.5
875310402	Leikanger barnehage	5
975268063	Moltu barnehage	3.3
873513012	Myrsnipa barnehage	11
972339148	Sirlihaugen barnehage Sa	10.2
873800062	Troll Lia barnehage AS	13.7
988501239	Troll-Myra barnehage AS	17.2
972339113	Abc Bakken barnehage	13
980902463	Atlantis barnehage	17.9
980353893	Blåskjellet barnehage	6.1
974746964	Blåtoppen barnehage	13.7
975310140	Dale barnehage	19.3
994549448	Draget barnehage	20.7
975299031	Fløya barnehage	7.9
875323652	Fosna barnehage	9.4
888544372	Gårdsbarnehage AS	6.3
975310159	Heinsa barnehage	10.6
975310167	Juulenga barnehage	6.8
975310175	Karihola barnehage	12.7
990749914	Kristiansund Idrettsbarnehage AS	27.6
994468650	Kvalvika barnehage AS	9
975310183	Myra barnehage	10.9
975310760	Rensvik barnehage	19.6
975310191	Røsslyngveien barnehage	12.4
984770154	Storbakken barnehage	16
972339563	Vassbakken barnehage Sa	5.5
972285552	Veslefrikk barnehage Sa	13.7
975310671	Gjerdet barnehage	15.9
975310655	Midsund barnehage	9
973272500	Banehaugen barnehage	5
975290905	Barnas Hus	18.5
973383531	Bjørset barnehage	8.1
997466152	Espira Årølia barnehage	26.9
875295322	Hatlelia barnehage	18.8
975325202	Hauglegda barnehage	20.3
975300358	Hjelset barnehage	16.3
874336742	Kleive Oppvekstsenter Avd Barnehage	8.9
983477607	Krohnstad Montessori barnehage	19.6
975310116	Kvam barnehage	12.9
974799472	Langmyra barnehage	7
974745577	Lillekollen barnehage	22.6
988715425	Mobarn Bolsøya barnehage	7.7
973873741	Mobarn Cecilienfryd barnehage	25
986131523	Mobarn Høgnakken barnehage	15
974187515	Mobarn Nordbyen barnehage	11
974205076	Mobarn Vågsetra barnehage	13.3
974187574	Mobarn Øverland barnehage	24.7
994891073	Mordalstua barnehage	3.1
973482602	Mårskrenten barnehage	3.6
977381088	Sekken Oppvekstsenter Avd barnehage	1.6
973458396	Solemdal barnehage	6.6
974745550	St Sunniva barnehage	9.5
975858456	Studentsamskipnaden i Molde Si Molde barnehage	11.5
982472261	Tranebæret AS	6.7
975268047	Øvre Bergmo barnehage	5
986914374	Åsleet Familiebarnehage Julie Hov Fostervold	2.5
975310620	Eidsvåg barnehage	14.9
975310639	Eresfjord barnehage	4.2
993487902	Farmen Friluftsbarnehage AS	4.8
988226750	Liedgarden barnehage AS	3.5
975310647	Vistdal barnehage	2.2
975325245	Dalsbygda barnehage	3.8
974561549	Syltebøen barnehage	10.8
975300749	Eidsbygda barnehage	3.4
913820223	Innfjorden barnehage Sa	6.2
974747995	Leiktun barnehage	8.9
974748002	Myra barnehage	12.1
974012669	Måndalen barnehage	7.6
974146584	Nlm Barnehagene AS Avd Tryggheim Barnehage Åndalsnes	10.6
973488562	Rabben barnehage AS	18
976832027	Vågstranda barnehage	2.8
974748010	Åfarnes barnehage	4.3
975321134	Bolme barnehage	11.6
975297322	Rindal barnehage	4
975323927	Øvre Rindal barnehage	6
981018710	Gjerdsvika barnehage	3.8
973494716	Hauemarkja barnehage	11.4
975199258	Haugelia barnehage	5.4
875310372	Kvamsøy barnehage	2.8
975325229	Sandsøy barnehage	1.2
874013382	Harøy barnehage	11
973472461	Plassebakken barnehage Sa	14.2
913878299	Prestemarka barnehage	16.4
975310531	Skodje barnehage	14.6
976675894	Stette barnehage	7.3
975323773	Valle barnehage	10.8
975298833	Brattvær barnehage	5.8
875310852	Innsmøla barnehage	4
974017911	Nordsmøla barnehage	4.8
975310868	Veiholmen barnehage	4.6
974618427	Andershaugen barnehage	8.5
975315517	Geiranger barnehage	2.4
976675827	Helstad barnehage	5.4
975310515	Liabygda barnehage	1.2
875297392	Ringstad barnehage	13.4
975310523	Sunnylven barnehage	5.2
973502697	Trollhaugen barnehage Stranda Sa	4.3
976343859	Tusenfryd barnehage Stranda Sa	12.6
995737345	Gnist Barnehager Bjørkavåg AS	29.4
980439577	Hatlebakken barnehage Sa	4.1
875310542	Langevåg barnehage	23.8
975218279	Molvær barnehage	14.9
975325261	Måseide barnehage	14.9
991194746	Nymarkbakken Fus barnehage AS	24
973466801	Røde Kors Langevåg	0.1
985499896	Rørstadmarka barnehage Sa	13
975310558	Sunde barnehage	7.9
973459023	Vasset barnehage	5
989735748	Bikuben barnehage	2.6
874619892	Gjøra Oppvekstsenter Avd barnehage	3.3
918381856	Holssand barnehage	14
974619709	Holten barnehage	17.7
978605672	Stortuva barnehage	15.6
974619830	Tredal barnehage	14.8
974619946	Villabyen barnehage	8.4
975310795	Bøfjorden og Bæverfjord Oppvekstsenter Avd Bæverfjord Barnehage	3.1
975310809	Bøfjorden og Bæverfjord Oppvekstsenter Avd Bøfjorden Barnehage	4.1
972179760	Bårdshaugen barnehage AS	9.1
975310825	Midtigrenda barnehage	13.9
973459317	Mo Oppvekstsenter Avd Barnehage	5.6
975310817	Todalen og Stangvik Oppvekstsenter Avd Stangvik Barnehage	11.1
975310833	Todalen og Stangvik Oppvekstsenter Avd Todalen Barnehage	3.6
975296091	Øye og Skei barnehage Avd. Skei	7.4
882522202	Øye og Skei barnehage Avd. Øye	12.2
974618680	Blakstad Naturbarnehage	5.6
892552002	Ikornnes Fus barnehage AS	14.2
989639463	Krikane barnehage AS	14
974145561	Nlm Barnehagene AS Avd Tryggheim Barnehage Sykkylven	7
974010623	Tandstad barnehage	6.2
976831942	Ullavik barnehage	11
994451464	Velledalen Naturbarnehage Sa	8.5
972330574	Vik barnehage	6
974010534	Vikedalen barnehage	13
975310779	Meisingset Oppvekstsenter Avd Barnehage	4.7
975310787	Straumsnes barnehage	13.9
975297063	Tingvoll barnehage	15.9
985495130	Almejordet barnehage	12.8
975265323	Blåtinden barnehage Sa	8.4
996006344	Byggeklossen Open barnehage	0.5
888443142	Gnist Barnehager Støylane AS	24.1
973502514	Høddvollbarnehagen Al	12.3
974093065	Nlm Barnehagene AS Avd Tryggheim Barnehage Ulsteinvik	9.4
975323668	Sundgotmarka barnehage	13.6
985165912	Sætra barnehage AS	11.1
912589137	Vikemarka barnehage AS	18
990528195	Solsikka barnehage AS	12.7
975310353	Syvde barnehage	6.8
975310361	Åheim barnehage	5.3
979312415	Fiksdal Oppvekstsenter Barnehage	4.4
973764322	Gardstunet barnehage	7
975310612	Helland barnehage	25
974149125	Nlm Barnehagene AS Avd Tryggheim Barnehage Vestnes	8
975310604	Tomrefjord barnehage	7
976974638	Tresfjord Oppvekstsenter Barnehage	5.1
983604560	Vike Motessoribarnehage Sa	7.3
975310450	Austefjord barnehage	2.1
974007762	Engeset barnehage	11.8
974702711	Folkestad barnehage	4.4
973458779	Hjellbakkane barnehage stiftelsen	8.1
977180058	Lauvstad barnehage	6
997618769	Læringsverkstedet Bratteberg barnehage AS	11.1
973471589	Mork barnehage	9.9
974747553	Oppigarden barnehage	12.7
973502565	Rotset barnehage Sa	10.5
975310442	Sollia barnehage	11.8
973172301	Studentsamskipnaden i Volda Avd Røysmarka Studentbarnehage	4.1
973458868	Trollsletta barnehage	4.3
914082080	Volda Opne barnehage	0.2
973472429	Øyra barnehage	11.4
998633923	Lande Fus barnehage AS	13.9
975317803	Årøyhaugen barnehage	11.2
974008548	Barnas Vel barnehage	21.5
973502670	Dalane barnehage	9.6
973471716	Farkvamen barnehage	13
973470124	Foreldreforeininga Krokedalen Barne	12
875065092	Hovdebygda barnehage	13.7
975323749	Kvitveisen barnehage	7.2
973458922	Liadal barnehage Sa	7.7
975894312	Mosmarka barnehage Sa	20
975323730	Rystene barnehage	8.5
975314669	Sæbø barnehage	8.8
975065103	Vartdal barnehage	12.1
985352771	Askepott barnehage	4
984609612	Barnas Hage Larsgården Sa	16.6
972218243	Blindheim barnehage AS	14
974799553	Borgund Menighetsbarnehage	5.1
973470264	Borgundvegen barnehage AS	8.9
993780448	Brisk barnehage	8.4
984927185	Ebbegarden barnehage Sa	25
986517642	Ellingsøy barnehage	17.8
976974395	Fagerlia barnehage	17
975048179	Fjelltun barnehage	7
975310213	Fremmerholen barnehage	16.3
893193952	Gnist Barnehager Flisnes AS	23.6
989543482	Gnist Barnehager Hessa AS	21.5
995737329	Gnist Barnehager Ratvika	14.8
984167954	Hatlahaugen Familiebarnehage V/gunn Berit Rødstøl	2.4
983443923	Heimdalen barnehage Ba	12.6
988009180	Høgvoll barnehage	18
992876891	Jugendby barnehage AS	8
873458712	Klipra barnehage Sa	9.5
991354557	Kvennaneset barnehage	9.3
875310232	Lerstad barnehage	9
993818666	Lykkeliten barnehage	7
991208216	Læringsverkstedet barnehage Avd Olsvika	28
990524424	Læringsverkstedet barnehage Avd Skogheim	8.3
975310248	Midtbyen barnehage	10.4
974143003	Nlm Barnehagene AS Avd Tryggheim Barnehage Ålesund	12.9
975310272	Nørve barnehage	11.6
972215473	Puskhola barnehage	8
993371696	Rabbevågen barnehage	14.4
975310280	Ratvikåsen barnehage	6
975310299	Skarbøvik barnehage	12.9
