Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.0 år	2017.Alle eierformer.1 år	2017.Alle eierformer.2 år	2017.Alle eierformer.3 år	2017.Alle eierformer.4 år	2017.Alle eierformer.5 år
997827910	Jåddåren Gårdsbarnehage AS	0	1	4	0	6	2
994408127	Kringla Friluftsbarnehage AS	0	5	2	10	10	4
979671105	Kvam barnehage Sa	0	2	4	6	7	6
973459813	Lerkehaug barnehage	0	9	4	5	9	3
992908319	Lykke Liten Familiebarnehage Trude Brandtzæg	0	4	4	0	0	0
973470159	Marisletta barnehage Sa	0	6	7	5	14	16
985840474	Mære Gårdsbarnehage AS	0	6	1	6	3	2
973600826	Nord Studentsamskipnad Avd Studentbarnehagen Steinkjer	1	6	4	3	4	1
879600642	Nordsihaugen Familiebarnehage AS	1	4	3	0	0	0
976796519	Poppellunden barnehage Stiftelse	1	9	12	7	16	15
985978387	Risgropa Familiebarnehage	0	6	1	0	0	0
973459872	Røysing barnehage Sa	0	6	4	7	7	5
988109584	Skjefte barnehage AS	0	5	9	6	8	5
988893293	Steinkjer Montessoribarnehage Sa	0	9	11	8	12	11
989481584	Steinkjersannan barnehage	5	16	25	25	27	14
975311740	Søndre Egge barnehage	0	8	11	18	14	14
974753375	Sør-Beitstad barnehage Sa	0	2	5	7	3	6
975295389	Sørlia barnehage	0	2	4	10	6	10
875323962	Tufbakken barnehage	1	7	6	4	11	5
987424680	Vikingen barnehage AS	0	9	6	6	3	9
973346121	Vålen barnehage Sa	0	1	6	1	1	4
916381689	Aglo barnehage Eventyrhuset	0	5	7	5	10	13
916381662	Aglo barnehage Sentrum	1	9	10	11	7	8
990239940	Brumm Familiebarnehage Langberg	0	1	0	0	0	0
990527288	Bukkspranget Gårds og Naturbarnehage	2	2	8	7	4	7
996077004	Espira Stjørdal AS	7	15	13	10	13	12
994903004	Eventyrskogen Familiebarnehage Hans og Grete	0	1	2	1	0	0
984694504	Fagerhaug barnehage	2	8	13	8	10	16
975320766	Forradal Oppvekstsenter barnehage	0	2	3	6	4	2
985770166	Fosslia barnehage	0	11	14	13	14	12
984347189	Geitspranget Naturbarnehage AS	2	9	11	13	13	13
993193968	Gnist Barnehager Husbyåsen AS	1	24	31	26	12	7
997903501	Gressethgrenda Familiebarnehage V/rakel Chr. Aune	0	0	1	3	0	0
992120967	Gresstoppen Familiebarnehage	0	0	3	0	1	0
975299511	Hegra barnehage	0	6	16	10	21	17
875311832	Husbymarka barnehage	0	2	8	12	2	14
975322165	Kvislabakken barnehage	0	19	14	15	11	19
994951939	Lasseliten Familiebarnehage Siritun	0	2	0	1	0	2
975296806	Lånke barnehage	1	15	16	11	25	13
985574324	Maurtua Bhg AS	0	0	6	1	10	8
897740052	Medbroen Gårdsbarnehage	2	15	10	10	12	13
975296105	Midtheim barnehage	0	5	10	10	11	14
990618607	Nasse Nøff Familiebarnehage AS	0	0	1	1	4	1
988462985	Sagatun barnehage AS	0	0	0	7	2	9
975323994	Sandskogan barnehage	0	8	10	15	11	10
975311848	Skatval barnehage	1	9	9	11	10	13
975311856	Skjelstadmark Oppvekstsenter barnehage	1	9	9	9	17	11
973470825	Stjørdal Kvinne-Og Familielags barnehage	0	0	0	4	6	8
971977612	Stjørdal Menighets barnehage	0	3	11	6	9	11
986357173	Taraxacum barnehage	0	15	13	15	17	17
895212792	Toppen Familiebarnehage Eiketoppen	0	0	1	1	1	2
994953834	Toppen Familiebarnehage Furutoppen	0	0	2	1	0	2
995212684	Toppen Familiebarnehage Grantoppen	1	0	2	1	0	0
890572502	Trollskogen Familiebarnehage	0	0	2	2	0	1
873489812	Tussilago barnehage	1	7	7	8	7	7
991848436	Tønsåsen Naturbarnehage AS	0	9	9	16	18	13
973502611	Andungen barnehage Trondheim Sa	1	5	6	6	6	6
991439811	Angelltrøa barnehage	0	6	3	8	3	7
975028852	Bakklandet barnehage	0	11	13	16	21	13
975862682	Baldershage barnehage	0	12	9	12	15	10
980617157	Bambi Familiebarnehage Didovic	0	2	2	0	0	0
985991243	Bamsehiet Familiebarnehage Da	0	1	5	1	1	0
975028860	Barnas Hus barnehage	0	8	4	9	6	5
995091291	Bekken Familiebarnehage AS	1	4	3	0	0	0
975183793	Berg barnehage Avd Frydenberg	0	0	4	8	9	9
914746620	Berg barnehage Avd Øvre Bergsvingen	0	9	5	8	9	7
984700369	Berg Familiebarnehage Ruth Rødsjø Lein	0	3	3	0	2	0
973771604	Bergheim barnehage Sa	0	14	18	14	16	16
982534135	Birralee International Kindergarten Trondheim AS	0	0	0	0	17	35
986686436	Bjørnebyen Familiebarnehage Ans	1	4	3	0	0	0
993393916	Brannhaugen barnehage	0	8	15	11	12	16
894307242	Bratsberg Fus Kulturbarnehage AS	8	11	12	10	13	12
975314723	Breidablikk barnehage	0	14	21	26	30	33
975191729	Brinken barnehage	0	6	9	11	9	20
974722313	Bromstad barnehage	1	10	11	7	13	10
984736525	Brudalstunet Familiebarnehage	2	2	0	0	0	0
975314731	Brundalsgrenda barnehage	0	0	0	10	10	17
990040370	Brøset barnehage	0	34	21	21	14	20
975183874	Byåsen Kirkes barnehage	0	8	19	9	14	8
995060604	Byåsen Tospråklige barnehage AS Avd Kaptein Roosens Vei	0	4	6	3	6	8
986423419	Byåsen Tospråklige barnehage AS Avd Nils Stavnes Veg	0	2	5	7	3	2
975183807	Cecilienborg barnehage	0	7	7	5	16	17
975183815	Charlottenlund barnehage	0	19	9	12	12	15
987595426	Dalgårdtunet barnehage AS	1	11	14	21	21	22
975183823	Domkirken barnehage	0	6	6	8	5	3
875183842	Dronning Mauds Minne barnehage	1	8	14	13	10	12
995746999	Duttestien barnehage AS	1	2	7	3	8	4
989441183	Duttestien Familiebarnehage AS	2	5	1	0	0	0
988772623	Einmoen Familiebarnehage Birgitte Nielsen	0	5	3	0	0	0
991419543	Ferista Friluftsbarnehage	0	7	18	15	12	18
991419187	Festningen barnehage	0	9	16	14	11	13
975941205	Fossegrenda barnehage Roger Lørendal	0	9	17	7	8	9
973502549	Fosseskansen barnehage AS	1	2	8	1	7	6
975310892	Furutoppen barnehage	0	17	19	27	23	33
973484273	Fykenborg barnehage Sa	0	1	0	15	5	7
995050897	Fykenveien Familiebarnehage	0	6	2	0	0	0
994761323	Gammel-Lina Familiebarnehage Jannicke Helen Gullhav	0	2	2	0	0	0
990537232	Gartneriet barnehage	1	14	15	17	10	14
988642436	Gjørtlervegen barnehage	0	5	15	15	15	22
998292298	Gnist Barnehager Tiller AS	1	20	20	9	8	3
995004747	Gnist Barnehager Trøa AS	0	20	24	26	23	23
991437312	Granåsen barnehage	0	17	17	12	14	13
988339490	Granåslia barnehage AS	0	13	15	17	22	21
999339166	Grillstadfjæra barnehage	0	13	19	16	18	20
990894426	Grilstad Fus barnehage AS	2	13	15	19	21	20
990221863	Grisungen Familiebarnehage Stølen	1	1	2	0	0	0
988473626	Gråtrostvegen Familiebarnehage Hilde Hoff	1	3	0	0	0	0
884917832	Guldbrandsvegen Familiebarnehage	1	3	0	0	0	0
973513109	Hagebyen Private barnehage Sa	1	6	2	2	2	3
989305050	Hallsetreina Fus barnehage AS	0	15	15	12	11	12
995051265	Hammersborg Familiebarnehage	0	1	2	1	0	0
995453924	Haugnessvingen Familiebarnehage Beate Aakerholm	0	4	4	0	0	0
974749017	Haukåsen Friluftsbarnehage	0	11	10	11	12	16
975310906	Havsteinaunet barnehage	0	7	12	9	15	14
992857005	Heimdal Familiebarnehage Monica Svestad Kvamstad	0	2	2	3	2	1
984917856	Hila Drift AS	3	1	2	3	2	1
990887934	Horneberg Fus barnehage AS	2	18	17	22	8	15
973502638	Hundremeterskogen Bhg Sa	0	4	5	6	5	5
975310914	Huseby barnehage	0	10	17	16	17	23
994553674	Husebygrenda Familiebarneh Ysland	0	1	1	2	1	0
991439005	Hårstad barnehage	0	10	12	14	25	14
975268241	Ila barnehage	0	11	17	14	14	12
991432477	Iladalen barnehage	0	15	13	14	12	14
991444416	Ilsvika barnehage	0	11	10	10	10	4
986952861	Jakobsgrenda barnehage Sa	1	9	7	15	14	13
985060649	Jakobsli Familiebarnehage Sissel Grøthe	0	4	0	0	0	0
975294552	Jotunheimen barnehage	0	4	6	4	7	9
973502581	Julius barnehage AS	0	2	6	6	5	5
990059659	Kastbrekka barnehage	0	15	16	26	21	24
998689368	Kattem barnehage	0	19	10	20	13	23
990629544	Kattemskogen barnehage AS	0	4	4	10	8	5
991437908	Klæbuveien barnehage	0	10	18	13	17	12
887425922	Knøttene Familiebarnehage Kristin Strøm	0	4	4	0	0	0
975310922	Kolstad barnehage	0	12	8	20	20	19
991437207	Kolsås barnehage	0	5	8	10	8	6
984600844	Kongletoppen Familiebarnehage AS	0	1	3	2	1	3
994274465	Kongsvegen barnehage	0	6	11	10	16	19
975325377	Korsvika barnehage	0	12	14	0	0	0
974749777	Krinkelkroken barnehage	0	14	14	18	10	6
975320103	Kristiansten Barnehager	0	12	12	20	24	19
995563975	Kystad Gård barnehage	0	24	24	28	31	17
998028752	Kystadhaugen Familiebarnehage	0	5	3	0	0	0
975310930	Kystadåsen barnehage	0	7	8	14	11	16
891420102	Kyvatnet Naturbarnehage	0	5	13	12	13	11
986582282	Ladehammeren Familiebarnehage Tone Thronæs	0	2	1	1	0	0
974998394	Lademoen barnehage	0	7	14	13	9	12
990040753	Ladesletta barnehage	0	18	14	16	15	17
979289952	Leangen Kulturbarnehage Sa	0	12	12	13	11	14
992772581	Leirfossen Familiebarnehage Unni Therese Nenne Iversen	2	1	4	1	0	0
991432914	Leistad barnehage	0	19	23	13	12	14
982506069	Lekeplassen Familiebarnehage	0	2	3	2	0	2
875123262	Lian Naturbarnehage	0	2	3	9	5	7
991431411	Lidarende barnehage	0	20	8	19	11	15
991442677	Lohove barnehage	0	15	13	17	10	14
990896577	Lunderhaugen barnehage AS	0	7	2	9	8	14
988174661	Lundåsen barnehage AS	0	11	13	16	12	18
975310949	Lyngmyra barnehage	0	9	6	9	12	4
911944855	Læringsverkstedet barnehage Avd Buenget	2	15	18	14	17	12
998440629	Læringsverkstedet barnehage Avd Humlehaugen	1	17	20	22	14	12
972339318	Læringsverkstedet barnehage Avd Vårres	0	5	12	13	10	8
998438942	Læringsverkstedet barnehage Hammersborg	0	13	33	14	21	14
976555465	Løkka Familiebarnehage Grete Mortensen	0	1	2	1	4	1
975325342	Løkkan barnehage	0	3	6	2	5	1
991152970	Majorstuen barnehage	0	14	11	13	11	12
987133767	Marihøna Familiebarnehage	0	4	3	0	0	0
989371568	Marija Kolak	1	2	1	0	0	0
972398624	Markaplassen barnehage	0	11	16	17	13	14
985361207	Mellomila Familiebarnehage og Progressiv Institutt AS	0	5	3	0	0	0
874998362	Midtbyen barnehage	0	8	8	6	7	6
993966703	Moltmyra barnehage	0	13	9	14	22	14
994357263	Montessoribarnehagene Trondheim AS	1	4	6	6	3	12
973502646	Motbakken barnehage Sa	0	9	6	0	0	0
995065878	Mummitrollet Familiebarnehage	0	1	4	1	3	0
975268225	Munkvoll barnehage	0	1	13	8	10	9
975310973	Møllebakken barnehage	0	5	7	13	7	7
975310981	Møllenberg barnehage	0	13	15	16	12	10
994253549	Møller barnehage	0	4	3	6	2	6
973481886	Nardo barnehage	0	11	17	12	16	11
991419063	Nedre Elvehavn barnehage	0	6	9	8	8	4
993856649	Nedre Flatåsen barnehage	0	23	20	26	24	13
984844719	Nedre Flatåsen Familiebarnehage Wenche Storfjord Lunde	0	1	3	0	0	0
975068595	Nidarvoll barnehage	0	12	16	16	21	20
976677323	Nilsbyen Friluftsbarnehage	0	0	0	7	7	10
973459422	Nissekollen Barnehager	0	12	16	22	16	10
975009262	Nlm Barnehagene AS Avd Spiren Barnehage	0	6	8	6	5	5
875310992	Nordslettvegen barnehage	0	5	12	12	7	7
973704869	Nrk-Marintek barnehage	0	7	5	7	5	5
976677358	Nyborg barnehage	0	7	16	15	16	16
995068516	Nydammen Familiebarnehage	0	1	1	1	1	1
991420150	Nypvang barnehage	0	10	12	15	16	12
975323684	Okstad barnehage	0	9	15	10	13	17
991435603	Okstadvegen barnehage	0	15	13	15	9	19
975311007	Persaunet barnehage	1	11	17	16	13	15
995068656	Perslia Familiebarnehage	0	1	2	0	1	0
992099801	Persstua Familiebarnehage AS	0	5	3	0	0	0
991443975	Porsmyra barnehage	0	17	14	17	10	17
975029131	Prestegårdsjordet barnehage	0	6	9	7	7	8
991438505	Presthus Gård barnehage	0	11	14	16	15	14
991438823	Ranheim barnehage	0	8	11	8	14	14
991438955	Ranheimssletta barnehage	0	3	9	6	12	9
975044858	Regnbuen barnehage	0	12	14	13	7	11
975311015	Ringen barnehage	0	11	12	18	21	19
973472348	Ringvålskogen barnehage Sa	0	10	12	9	7	21
975311023	Risvollan barnehage	0	9	18	16	16	15
975311031	Rognbudalen barnehage	0	4	7	10	19	17
875311042	Romemyra barnehage	0	11	7	9	13	14
975311058	Romolslia barnehage	0	20	17	27	27	24
999569390	Rosenborg barnehage AS	0	6	3	3	6	3
991420169	Rye barnehage	0	10	17	11	25	13
986496149	Rypeveien Familiebarnehage Hovdahl	3	0	2	2	1	1
875291882	Rønningen barnehage	0	7	6	8	7	4
973459368	Sandbakken barnehage Randi Viken	0	0	4	3	4	4
992814764	Saupstad barnehage	0	5	16	11	14	12
989596373	Saxenborg barnehage Sa	0	9	7	8	7	7
983639267	Selsbakkhøgda barnehage	0	18	5	10	9	12
975291871	Singsaker barnehage	1	8	4	5	7	7
975068056	Sjetne barnehage	0	8	14	16	12	22
995707977	Sjetnemarka Familiebarnehage Merethe Olsen	0	4	0	0	0	0
987496231	Sjøskogbekken Fus barnehage AS	0	15	15	14	17	19
975268217	Skjermvegen barnehage	0	8	14	14	14	16
975311074	Skjetlein barnehage	0	8	8	10	9	6
988382868	Skogstua Private Bhg AS	0	6	2	0	0	0
973471783	Skuta barnehage Sa	0	3	4	4	5	4
991432272	Skyttervegen barnehage	0	6	6	13	18	10
973479903	Sluppen barnehage	2	7	13	11	13	11
989009427	Småbergan barnehage	0	6	5	3	5	11
988405906	Snillet Gård Friluftsbarnehage AS	0	5	9	3	8	9
873502592	Solbakken barnehage	0	17	23	25	25	24
973474332	Solflata barnehage	1	6	7	3	2	5
975317811	Sollia barnehage	0	11	10	15	8	11
893623442	Solplassen Familiebarnehage Cecilie Johansen	0	4	2	2	0	0
985802246	Solstrålen Familiebarnehage Ann Kristin Olderskog	1	3	2	3	0	0
988479853	Soltun Familiebarnehage	0	1	1	1	2	0
984240317	Solvangen barnehage Sa	0	7	18	12	24	14
990714878	Sommerfuglen Steinerbarnehage AS	1	7	13	10	14	12
991420177	Spongdal barnehage	0	4	7	6	9	7
975094065	Stabburet barnehage	0	0	1	30	21	23
980429741	Stavsetmyra barnehage Sa	0	6	8	18	17	24
995070146	Steinberget Familiebarnehage	0	3	1	0	0	0
973513141	Stiftelsen Fjæraskogen barnehage	0	15	13	17	22	15
973464981	Stiftelsen Steinerbarnehagen i Ila	0	0	6	6	6	5
973489577	Stiftelsen Steinerbarnehagen Rotnissen	0	8	10	9	8	18
973488589	Stokkbekken barnehage AS	1	6	2	3	2	0
917306249	Stubban barnehage	0	6	25	15	25	17
975028879	Studentsamskipnaden i Gjøvik, Ålesund og Trondheim	13	44	44	36	11	26
975048217	Studentsamskipnaden i Gjøvik, Ålesund og Trondheim Dragvoll barnehage	3	10	17	17	16	5
975323714	Sunnland barnehage	0	11	13	9	22	10
992858257	Svalevegen Familiebarnehage Marit Dahl	0	3	1	0	0	0
988517585	Svartlamon Kunst- og Kulturbarnehage	0	8	10	10	12	3
975295184	Sverresli barnehage	0	6	8	14	0	0
972228273	Sætra barnehage	1	11	10	5	8	7
893174052	Sørbruveien Familiebarnehage Tove Bjerke	0	1	7	0	0	0
975311090	Teglverket barnehage	0	7	13	8	10	8
983450334	Tempe barnehage Sa	2	7	12	11	14	13
973898825	Tildra barnehage	0	6	8	14	16	12
986373675	Tillertoppen Familiebarnehage Trude Elisabeth Kvam	1	2	3	3	0	0
974748762	Tiriltoppen barnehage	0	16	30	17	16	15
986166041	Tjønnstuggu Friluftsbarnehage	2	1	2	4	3	0
975314766	Tonstad barnehage	0	12	12	15	18	6
979970234	Toppen Familiebarnehage AS	0	6	2	0	0	0
991435719	Tordenskjold barnehage	0	10	12	10	16	11
994153323	Torvsletta barnehage	0	16	19	5	9	0
975311112	Trolla barnehage	0	6	10	6	4	3
988994227	Trondheim International Preschool	0	0	0	14	12	14
988944238	Trøa Eberg barnehage AS	4	4	1	1	0	0
995071851	Tusseskogen Familiebarnehage	0	4	4	0	0	0
973546813	Tyholttunet barnehage	0	9	7	8	8	6
974749823	Ugla Barnehager	0	16	12	14	12	13
995072556	Uglahuset Familiebarnehage	0	5	1	0	0	0
994153455	Ustmyra barnehage	0	0	0	11	8	16
975290999	Valentinlyst barnehage	0	9	11	10	12	15
975183890	Valset barnehage	0	5	17	12	12	16
995050617	Vennegjengen Familiebarnehage	0	3	3	0	0	0
975311139	Vesletun barnehage	0	8	6	7	7	4
975311147	Vestlia barnehage	0	11	23	25	18	26
988620599	Vestmarktoppen barnehage	1	3	4	0	0	0
994946366	Vikelva Familiebarnehage Line Berger	1	3	0	0	0	0
975325385	Vikåsen barnehage	0	7	8	8	9	13
992786884	Vikåsen Familiebarnehage AS	0	1	3	1	2	3
985406669	Vindheim Familiebarnehage Rita Soleim Lernes	0	3	3	1	1	1
975268160	Voldsminde barnehage	0	6	10	12	8	8
994379194	Voll Gårdsbarnehage AS	1	3	3	6	4	5
973898833	Weidemannsveien barnehage	0	4	5	4	7	6
975294560	Østmarkneset barnehage	0	13	14	0	0	0
975310884	Øvre Flatåsen barnehage	0	5	8	5	10	13
999339107	Øvre Jakobsli barnehage	0	12	16	19	24	16
974749750	Øya barnehage	0	28	40	21	19	12
991436103	Aastahagen barnehage	0	17	13	14	16	9
891439822	Åsvang barnehage	0	19	7	14	9	14
974550040	Tydal Kommunale barnehage	0	4	5	8	14	7
973382713	Askeladden barnehage	0	2	3	0	4	2
992835559	Elvegården barnehage AS	0	2	6	4	4	4
975322017	Forbregd-Lein barnehage	0	15	6	12	15	21
975300846	Garnes Oppvekstsenter Avd Barnehage	0	2	7	4	8	6
975314812	Kanutten barnehage	0	7	11	8	9	11
990321310	Lekekroken barnehage AS	1	2	8	2	8	5
975311945	Leksdal barnehage	0	3	9	9	7	4
972156507	Læringsverkstedet barnehage Avd Knøttene	0	16	23	33	28	31
973502948	Maritvold barnehage	0	7	9	9	13	10
973984667	Melakollen barnehage Sa	0	3	5	2	4	6
975311937	Ness barnehage	0	2	5	6	6	7
975268128	Reinsholm barnehage	0	12	17	14	17	19
973476076	Stiftelsen Aker barnehage	0	9	17	10	11	15
992433833	Stiklestad Gård- og Friluftsbarnehage AS	0	5	9	7	6	9
875311972	Vinne barnehage	0	6	7	4	6	8
975311988	Vuku Oppvekstsenter Avd Barnehage	0	5	5	5	5	11
975311996	Ørmelen barnehage	0	7	13	16	12	15
972236055	Follafoss barnehage	0	4	6	5	9	4
975312003	Malm Oppvekstsenter Avd Malmen barnehage	0	14	15	15	21	17
975316718	Austafjord Oppvekstsenter Avdeling Barnehage	1	5	5	5	5	6
885889042	Bergheim Friluftsbarnehage AS	1	7	3	10	10	5
990907412	Bikuben Friluftsbarnehage AS	0	11	6	4	4	8
885030912	Heimen barnehage AS	4	8	4	10	3	9
975897346	Heimtun barnehage AS	1	7	10	4	11	6
973503014	Ril barnehage	0	6	4	7	7	5
988565563	Trio Barnehager AS	0	9	9	10	3	9
977150965	Tårnet barnehage	1	10	14	10	15	9
975322130	Borgen barnehage	1	5	12	7	7	7
974022222	Futura barnehage	0	19	31	30	31	25
991361057	Marihøna Musikk og Friluftsbarnehage	0	4	6	6	7	5
985862176	Solblomsten Steinerbarnehage	0	3	7	4	6	2
989715593	Teletunet barnehage AS	0	8	15	12	9	7
876832682	By barnehage	0	6	11	7	4	2
874024872	Maribo barnehage	0	11	18	11	19	9
973382624	Nlm Barnehagene AS Avd Heggli Barnehage	0	5	4	12	10	9
975321061	Stokksund barnehage	0	0	10	2	8	1
975307875	Byremo barnehage	0	5	9	11	13	8
975307883	Konsmo barnehage	0	2	10	11	15	14
973383248	Bjørketun barnehage	1	4	12	9	13	10
975307751	Borhaug barnehage	2	4	11	14	12	13
974309327	Brøvigs Minde barnehage AS	0	12	11	12	14	10
990751749	Espira Arcen barnehage	0	1	9	3	4	9
973469584	Espira Husebyparken barnehage	0	2	5	6	3	9
988301248	Espira Vanse barnehage	0	11	20	21	19	21
985302650	Espira Varbak barnehage	0	2	7	6	6	6
991566422	Its Solbarnehager	0	9	11	13	9	13
873483482	Jøllebekken barnehage Sa	0	0	2	4	4	5
985921636	Sunde barnehage	1	14	14	20	16	18
973644653	Glendrange barnehage AS	0	4	5	3	5	10
973458809	Grønnes barnehage Sa	0	8	14	14	10	18
973842021	Gyland barnehage	0	1	5	2	9	10
974614251	Hidra barnehage	0	4	8	3	7	5
997194578	Krea barnehage AS	0	0	0	6	6	6
973842013	Kringlatoppen barnehage	0	7	8	18	18	28
973483471	Litledalen barnehage Ba	0	4	13	5	15	13
974614235	Rauli barnehage	0	5	11	15	10	17
974614243	Sentrum barnehage	0	5	14	12	11	16
874614262	Sira barnehage	0	6	10	10	12	8
974609568	Eiken barnehage	0	3	11	8	15	13
975307948	Hægebostad barnehage	0	5	10	9	13	13
873464852	Alvejordet Steinerbarnehage	0	5	7	5	7	5
972301760	Andungen barnehage Sa	0	17	17	9	15	30
973831674	Askeladden barnehage	0	7	5	8	9	11
973831690	Auglandstjønn barnehage	0	12	6	21	14	20
975914119	Bamsebo barnehage	0	12	15	21	19	18
982126754	Barnas Hage AS	1	7	0	0	0	0
974599015	Bergtorasvei barnehage	0	13	15	15	13	10
982350743	Berhuskollen Familiebarnehage Heidi Veronica Kjellevik	1	1	4	3	0	0
975822117	Blekkulf barnehage Ans	1	2	2	5	3	4
979150954	Blåmann Steinerbarnehage	0	0	0	3	6	11
992649127	Bokfinken Familiebarnehage Da	0	3	1	0	0	0
884131782	Brattvolltoppen Familiebarnehage Ans	1	3	1	1	3	0
988006513	Bråvannsåsen barnehage AS	1	8	9	16	8	7
993193038	Dino/nemo Familiebarnehage Ans	1	5	2	0	0	0
993528501	Eidet barnehage AS	0	9	32	22	41	39
973465279	Eplehagen barnehage Sa	2	11	12	19	19	21
991190880	Espira Dvergsnes barnehage	6	15	24	24	27	27
984600089	Eventyrskogen barnehage Helleland AS	0	7	7	3	7	10
992681667	Fantebakken Familiebarnehage Avd Kanutten	1	3	1	2	2	0
982166969	Fantebakken Familiebarnehage Avd Knærten	1	0	3	1	1	4
985545057	Fergefjellet barnehage	0	4	10	12	8	16
984985525	Fidje barnehage AS	1	23	18	27	22	23
992146214	Fidjemoen Familiebarnehage Maria Skafsgaard	0	1	1	5	0	3
973471805	Fiskåtangen barnehage AS	0	1	2	3	1	7
985535515	Flekkerøya barnehage AS	2	9	15	12	19	15
973831496	Hamretun barnehage	0	0	6	5	3	4
994393391	Havlimyra barnehage	0	26	31	33	31	28
973831682	Hellemyr barnehage	0	4	5	6	14	13
974599007	Hellinga barnehage	0	18	18	17	15	11
976844955	Hokus Pokus barnehage Kristiansand	0	25	26	24	34	21
973470337	Høietun barnehage	0	4	8	6	4	2
989781677	Jegersberg Barnehage	1	11	7	4	7	3
974598981	Jordbærveien barnehage	0	7	8	13	12	29
984715536	Kalvehagen Familiebarnehage Da	0	2	4	3	7	6
980760235	Kanutten Familiebarnehage	0	2	4	1	0	1
973831828	Karuss barnehage	0	9	10	15	15	11
971724080	Kløvergården barnehage	0	9	8	15	13	8
890666892	Knøttebo Familiebarnehage Linda Tøllefsen	1	7	0	0	0	0
980425630	Kongsgård Barnehagesenter	0	18	6	10	9	5
915341608	Krohns barnehage AS	0	1	5	1	4	2
987059648	Liantjønn barnehage AS	1	16	21	23	25	25
984942567	Lillebo Familiebarnehage	2	5	1	0	0	0
988801437	Lindtjønn Fus barnehage AS Avd Louises Vei	0	22	27	32	25	24
974599023	Linerla barnehage	0	8	7	15	19	19
874798452	Lund barnehage AS	0	7	7	8	9	7
973513516	Læringsverkstedet barnehage Avd Bispegra	3	10	11	11	17	10
985908265	Læringsverkstedet barnehage Avd Gimlekollen	0	4	12	16	21	10
986335714	Læringsverkstedet barnehage Avd Grim	1	5	9	5	8	4
974402874	Læringsverkstedet barnehage Avd Kuholmen	0	7	13	6	11	15
983167578	Læringsverkstedet barnehage Avd Ravneheia	1	8	16	10	17	12
975815145	Læringsverkstedet barnehage Avd Skomakergada	0	7	7	9	9	7
872301992	Læringsverkstedet barnehage Avd Tveit	0	9	8	7	15	9
973513532	Maurtua barnehage Sa	1	8	14	19	12	25
974598930	Mosby barnehage	0	8	15	11	0	0
912271854	Mosby Oppvekstsenter Avd barnehage	0	0	0	5	25	20
995983656	Mummidalen barnehage AS	0	3	8	6	7	7
974598647	Møllestua barnehage	0	12	20	20	22	19
985796742	Nedre Slettheia Familiebarnehage Tove M Løkke Mac Connacher	0	2	1	1	1	1
992263431	Odderøya barnehage	0	8	8	6	7	7
984137362	Portveien Familiebarnehage Lene V Engdahl	0	3	1	2	1	3
984779860	Presteheia barnehage AS	3	14	27	19	27	24
986862374	Rakkerungan barnehage	0	4	4	5	4	6
993506095	Rakkerungan Gårdsbarnehage	1	4	3	5	3	4
973831704	Ravnedalen barnehage	0	7	9	12	11	17
982752809	Revehiet Naturbarnehage AS	0	0	0	7	4	6
975345440	Rognelia Familiebarnehage Ans	0	1	2	0	1	4
974121557	Roligheden barnehage	0	37	43	38	48	50
974598922	Skårungen barnehage	0	7	14	7	9	10
975879097	Slettheia Familiebarnehage AS	0	1	4	1	2	1
973831488	Sløyden barnehage	0	0	1	2	6	8
982982596	Snikkedalen Familiebarnehage AS	0	4	1	2	1	1
895592102	Solkollen barnehage Flekkerøy	0	15	19	22	16	31
983211933	Solkollen barnehage Hellemyr AS	0	22	27	27	38	24
995921499	Solkollen barnehage Hånes	0	24	35	28	28	53
988555118	Solkollen barnehage Søm AS	0	14	16	16	16	17
990321051	Solsikken Familebarnehage	1	6	0	1	0	0
973498274	Stasjonshaven barnehage Al	0	5	4	8	7	3
977295092	Stiftelsen Maritippen barnehage	1	24	32	21	24	29
875185152	Strai barnehage Sa	0	6	10	10	13	14
974798441	Søm barnehage	0	1	2	4	9	17
973484230	Sørlandet Sykehus Hf Trollhaugen Barnehage	0	4	8	10	13	7
973946188	Sørlandsparken barnehage	0	13	17	10	16	16
973831623	Taremareskogen barnehage	1	6	11	12	8	15
979374852	Ternevig barnehage AS	2	2	3	3	8	1
976482662	Timenes Gårds og Naturbarnehage Trine Isaksen	0	3	5	5	4	3
973276700	Tinnstua barnehage	0	5	11	18	13	20
987193964	Tittelietue Familiebarnehage Da	0	5	2	2	0	0
995737299	Trollstua barnehage Boen AS	1	7	5	3	8	9
984717652	Tømmerstien Familiebarnehage Sa	0	0	1	2	1	5
873831472	Veslefrikk barnehage	0	3	16	14	12	21
975183548	Voie barnehage Merete Frigstad	0	0	2	2	2	1
974798484	Voietun barnehage	1	5	12	6	13	13
973513559	Vågsbygd Familiebarnehage	0	1	0	2	4	2
995598477	Vågsbygd Fus barnehage AS Avd Vågsbygd	1	26	48	38	40	47
973945319	Wergelandsveien barnehage Sa	0	2	4	2	5	0
974798476	Øvre Slettheia Oppvekstsenter Avd barnehage	0	2	13	23	26	33
985019347	Åshild Ek Bråtane	0	1	5	1	2	0
975323633	Austerdalen barnehage	0	5	9	7	11	12
975307956	Feda barnehage	0	9	8	5	10	13
976827546	Fjotland barnehage	0	2	9	5	5	3
975307964	Knerten barnehage Kvinesdal	0	3	5	6	7	8
914766044	Knerten barnehage Øye	0	0	6	3	6	4
